mode,load,0_densenet201-2,1_efficientnet_b6-8,2_vgg13-16
mps-uncap,0.8,0.013113021850585938,0.012159347534179688,0.010251998901367188
mps-uncap,0.9,0.01239776611328125,0.012874603271484375,0.0095367431640625
mps-uncap,1.0,0.01430511474609375,0.016927719116210938,0.010967254638671875
mps-uncap,0.5,0.012874603271484375,0.012159347534179688,0.010251998901367188
mps-uncap,0.6,0.013113021850585938,0.012874603271484375,0.008821487426757812
mps-uncap,0.7,0.012874603271484375,0.011444091796875,0.01049041748046875
mps-uncap,0.1,0.023365020751953125,0.023603439331054688,0.011920928955078125
mps-uncap,0.2,0.0209808349609375,0.012874603271484375,0.011444091796875
mps-uncap,0.3,0.017881393432617188,0.0171661376953125,0.011682510375976562
mps-uncap,0.4,0.014781951904296875,0.014781951904296875,0.010967254638671875
