mode,load,0_resnet34-2,1_vgg16-32,2_vgg16-8
mps-uncap,0.8,26.13468170166016,72.10059165954591,36.268377304077156
mps-uncap,0.9,76.68170928955077,234.3908786773683,56.365013122558615
mps-uncap,1.0,188.16089630126953,1152.9383659362793,440.8184051513674
mps-uncap,0.5,3.6229133605957053,22.33862876892092,10.35370826721192
mps-uncap,0.6,9.137821197509773,32.712697982788086,12.772417068481463
mps-uncap,0.7,15.197277069091797,42.52133369445801,17.734622955322266
mps-uncap,0.1,0.07128715515136719,0.07319450378417969,0.07271766662597656
mps-uncap,0.2,0.06818771362304688,7.012057304382326,0.0720977783203125
mps-uncap,0.3,0.07033348083496094,12.413644790649414,0.11634826660156136
mps-uncap,0.4,0.712633132934568,15.470623970031738,3.1595230102539062
