mode,load,0_efficientnet_b5-2,1_efficientnet_b7-2,2_resnet152-2
mps-uncap,0.8,130.05173441269363,94.0056325796693,146.0632446495192
mps-uncap,0.9,132.68519070008188,93.27714577105829,147.1377344401991
mps-uncap,1.0,131.30236182062416,93.47072411165347,142.89172355532705
mps-uncap,0.5,102.79540680102487,71.20613549358346,120.18552917327031
mps-uncap,0.6,124.9606361132289,85.84941060995763,143.87366857836315
mps-uncap,0.7,129.71977661421772,92.88410871130286,145.16650147459134
mps-uncap,0.1,19.865471346393324,14.156754710030222,23.48395034612531
mps-uncap,0.2,39.401898286899126,30.051948956745974,45.527625589149984
mps-uncap,0.3,64.07051639896557,43.67952329415166,71.20753151981583
mps-uncap,0.4,80.59913153051971,60.114036960520316,90.4596995146084
