mode,load,0_efficientnet_b5-2,1_efficientnet_b7-2,2_resnet152-2
mps-uncap,0.8,15.671968460083008,20.75672149658203,13.359546661376953
mps-uncap,0.9,14.949321746826172,21.364688873291016,13.651609420776367
mps-uncap,1.0,15.204906463623047,21.20065689086914,13.993024826049805
mps-uncap,0.5,15.06185531616211,20.804643630981445,13.344287872314453
mps-uncap,0.6,14.846086502075195,21.106481552124023,13.311147689819336
mps-uncap,0.7,15.436887741088867,21.104097366333008,13.578414916992188
mps-uncap,0.1,14.975786209106445,21.281719207763672,13.461828231811523
mps-uncap,0.2,15.053272247314453,20.69711685180664,12.959003448486328
mps-uncap,0.3,15.042304992675781,20.787477493286133,13.362884521484375
mps-uncap,0.4,14.786243438720703,21.13628387451172,13.167619705200195
