mode,load,0_efficientnet_b5-2,1_efficientnet_b7-2,2_resnet152-2
mps-uncap,0.8,16.521692276000977,23.21732521057129,14.737763404846191
mps-uncap,0.9,16.120176315307617,22.87776947021484,14.512467384338382
mps-uncap,1.0,16.226668357849114,22.67146587371826,15.2976393699646
mps-uncap,0.5,16.673922538757324,23.16637516021728,14.923722743988039
mps-uncap,0.6,16.127467155456543,23.216712474823,14.653408527374268
mps-uncap,0.7,16.500291824340817,22.974863052368164,14.636831283569336
mps-uncap,0.1,28.038887977600098,37.137925624847426,25.602426528930668
mps-uncap,0.2,24.291195869445765,24.12998676300049,21.66719913482666
mps-uncap,0.3,18.19092035293579,23.848857879638672,16.317081451416026
mps-uncap,0.4,16.787230968475342,23.670978546142578,15.230989456176749
