mode,load,0_efficientnet_b5-2,1_efficientnet_b7-2,2_resnet152-2
mps-uncap,0.8,0.017881393432617188,0.012874603271484375,0.01239776611328125
mps-uncap,0.9,0.0133514404296875,0.015735626220703125,0.017881393432617188
mps-uncap,1.0,0.02193450927734375,0.018596649169921875,0.018358230590820312
mps-uncap,0.5,0.011682510375976562,0.010013580322265625,0.011682510375976562
mps-uncap,0.6,0.011920928955078125,0.01239776611328125,0.009059906005859375
mps-uncap,0.7,0.01621246337890625,0.012159347534179688,0.012159347534179688
mps-uncap,0.1,0.01239776611328125,0.012636184692382812,0.011682510375976562
mps-uncap,0.2,0.011920928955078125,0.012159347534179688,0.009775161743164062
mps-uncap,0.3,0.012159347534179688,0.012159347534179688,0.0095367431640625
mps-uncap,0.4,0.010251998901367188,0.01049041748046875,0.011444091796875
