mode,load,0_efficientnet_b5-2,1_efficientnet_b7-2,2_resnet152-2
mps-uncap,0.8,14.930963516235352,20.531415939331055,13.269424438476562
mps-uncap,0.9,14.741897583007812,20.970821380615234,13.272762298583984
mps-uncap,1.0,14.744997024536133,20.710468292236328,13.463497161865234
mps-uncap,0.5,14.88351821899414,20.65300941467285,13.237953186035156
mps-uncap,0.6,14.758110046386719,20.954370498657227,13.151168823242188
mps-uncap,0.7,14.918088912963867,20.75934410095215,13.320446014404297
mps-uncap,0.1,14.86968994140625,21.091461181640625,13.288021087646484
mps-uncap,0.2,15.023469924926758,20.4770565032959,12.946844100952148
mps-uncap,0.3,14.839649200439453,20.608901977539062,13.278007507324219
mps-uncap,0.4,14.680624008178711,20.979881286621094,13.063907623291016
