mode,load,0_efficientnet_b5-2,1_efficientnet_b7-2,2_resnet152-2
mps-uncap,0.8,29.2966365814209,33.698081970214844,25.065898895263672
mps-uncap,0.9,18.723726272583008,24.757862091064453,18.329620361328125
mps-uncap,1.0,20.140647888183594,25.467395782470703,20.214557647705078
mps-uncap,0.5,18.765687942504883,30.63821792602539,23.186206817626953
mps-uncap,0.6,24.96027946472168,31.055927276611328,25.68650245666504
mps-uncap,0.7,26.26514434814453,33.04934501647949,25.743722915649414
mps-uncap,0.1,28.353452682495117,39.11757469177246,30.79676628112793
mps-uncap,0.2,28.39207649230957,29.614686965942383,24.27959442138672
mps-uncap,0.3,28.36322784423828,25.668621063232422,27.051687240600586
mps-uncap,0.4,18.24355125427246,25.477886199951172,16.353607177734375
