mode,load,0_efficientnet_b5-2,1_efficientnet_b7-2,2_resnet152-2
mps-uncap,0.8,13618.4641122818,12992.480821609497,13201.449203491211
mps-uncap,0.9,16388.923597335815,19975.814476013184,18944.299054145817
mps-uncap,1.0,21899.458446502686,21566.59010410309,24164.650292396545
mps-uncap,0.5,138.89981508254988,179.24840927124012,177.77875661849984
mps-uncap,0.6,305.6038975715637,287.50105857849155,519.2113280296325
mps-uncap,0.7,6124.32520866394,6682.540225982666,7213.343400955198
mps-uncap,0.1,22.274489402770996,33.1740427017212,23.781952857971213
mps-uncap,0.2,26.05372428894038,43.592052459716854,26.43157958984376
mps-uncap,0.3,46.09694004058835,54.292912483215304,46.17503166198745
mps-uncap,0.4,74.14132356643677,102.85689830780025,106.64362907409635
