mode,load,0_efficientnet_b5-2,1_efficientnet_b7-2,2_resnet152-2
mps-uncap,0.8,15.735387802124023,21.87786102294922,14.032888412475586
mps-uncap,0.9,15.360260009765625,21.872425079345703,13.859176635742188
mps-uncap,1.0,15.6480073928833,21.982240676879883,14.440679550170898
mps-uncap,0.5,15.842437744140625,21.941232681274414,14.134979248046875
mps-uncap,0.6,15.479564666748047,22.11596965789795,13.935685157775879
mps-uncap,0.7,15.714168548583984,21.981239318847656,14.058113098144531
mps-uncap,0.1,26.72119140625,24.538207054138184,24.129247665405277
mps-uncap,0.2,17.803955078125,23.02420139312744,15.773224830627441
mps-uncap,0.3,16.261649131774902,22.431182861328125,14.612483978271484
mps-uncap,0.4,15.7470703125,22.36185073852539,14.096975326538086
