mode,load,0_efficientnet_b5-2,1_efficientnet_b7-2,2_resnet152-2
mps-uncap,0.8,13723.429441452026,13267.36068725586,13339.40052986145
mps-uncap,0.9,16597.787141799927,20085.676908493042,19151.285648345947
mps-uncap,1.0,22129.95409965515,21917.11401939392,24469.81716156006
mps-uncap,0.5,203.16553115844727,247.93481826782227,258.2387924194336
mps-uncap,0.6,362.4107837677002,376.50084495544434,603.9745807647705
mps-uncap,0.7,6234.515190124512,6798.717498779297,7308.350324630737
mps-uncap,0.1,61.504364013671875,62.10017204284668,48.328399658203125
mps-uncap,0.2,57.24835395812988,91.59398078918457,55.596351623535156
mps-uncap,0.3,89.9817943572998,106.20903968811035,99.47037696838379
mps-uncap,0.4,130.5382251739502,166.60165786743164,175.33135414123535
