mode,load,0_densenet121-8,1_densenet169-2,2_vgg16-2
mps-uncap,0.8,12.008905410766602,17.415761947631836,2.1598339080810547
mps-uncap,0.9,12.054443359375,17.24839210510254,2.235889434814453
mps-uncap,1.0,12.068033218383789,17.38452911376953,2.137422561645508
mps-uncap,0.5,11.960744857788086,17.055749893188477,2.148866653442383
mps-uncap,0.6,11.971235275268555,17.2421932220459,2.1514892578125
mps-uncap,0.7,12.033700942993164,17.455101013183594,2.164125442504883
mps-uncap,0.1,11.90805435180664,17.22884178161621,2.166748046875
mps-uncap,0.2,11.986732482910156,16.946792602539062,2.168893814086914
mps-uncap,0.3,12.12167739868164,17.145395278930664,2.1674633026123047
mps-uncap,0.4,11.981964111328125,17.11726188659668,2.1486282348632812
