mode,load,0_densenet121-32,1_efficientnet_b5-4,2_efficientnet_b7-2,3_mobilenet_v2-32
mps-uncap,1.0,0.000476837158203125,0.017404556274414062,0.011205673217773438,0.000476837158203125
