mode,load,0_efficientnet_b6-4,1_efficientnet_b7-8,2_resnet50-2
mps-uncap,0.8,271.48468494415283,123.82476329803467,46.43659591674805
mps-uncap,0.9,371.81270122528065,397.8238582611084,723.9007949829102
mps-uncap,1.0,5654.573106765747,2745.1805114746094,5214.137101173403
mps-uncap,0.5,50.215411186218255,55.46255111694337,14.255046844482424
mps-uncap,0.6,57.03606605529785,63.083648681640625,17.28379726409912
mps-uncap,0.7,119.11725997924817,81.91466331481934,25.798177719116218
mps-uncap,0.1,32.30009078979492,39.23408985137939,14.562535285949698
mps-uncap,0.2,31.871223449707045,38.41609954833985,15.46473503112793
mps-uncap,0.3,34.434270858764656,42.49863624572754,13.634777069091802
mps-uncap,0.4,38.71145248413086,44.20785903930665,13.008308410644531
