mode,load,0_efficientnet_b6-4,1_efficientnet_b7-8,2_resnet50-2
mps-uncap,0.8,555.8271455764768,221.5789175033566,89.85558509826654
mps-uncap,0.9,502.6363015174865,543.4356498718261,873.779296875
mps-uncap,1.0,6641.546964645386,2980.5734539031982,5883.652393817903
mps-uncap,0.5,85.12148857116689,90.032262802124,24.139022827148413
mps-uncap,0.6,98.0020570755002,106.53176307678218,31.3150954246521
mps-uncap,0.7,222.8387355804443,141.36101484298692,56.65469169616699
mps-uncap,0.1,43.890018463134766,54.85322713851932,23.754804134368904
mps-uncap,0.2,46.902594566345215,60.723314285278256,24.648101329803463
mps-uncap,0.3,51.438758373260484,75.49543857574461,22.344448566436764
mps-uncap,0.4,69.65166568756104,92.87893056869517,21.512665748596163
