mode,load,0_efficientnet_b6-4,1_efficientnet_b7-8,2_resnet50-2
mps-uncap,0.8,638.5371685028076,270.9393501281738,126.04212760925293
mps-uncap,0.9,564.6519660949707,664.970874786377,897.3526954650879
mps-uncap,1.0,6691.180944442749,3071.452856063843,5959.669589996338
mps-uncap,0.5,105.63015937805176,116.42622947692871,36.28039360046387
mps-uncap,0.6,160.86769104003906,139.33849334716797,44.58284378051758
mps-uncap,0.7,330.2121162414551,218.8096046447754,86.07745170593262
mps-uncap,0.1,53.107500076293945,75.7598876953125,30.051231384277344
mps-uncap,0.2,53.902387619018555,90.69252014160156,39.594173431396484
mps-uncap,0.3,60.895681381225586,94.37727928161621,45.51386833190918
mps-uncap,0.4,87.42451667785645,134.66286659240723,31.345367431640625
