mode,load,0_efficientnet_b6-4,1_efficientnet_b7-8,2_resnet50-2
mps-uncap,0.8,17.174959182739258,21.53158187866211,4.555940628051758
mps-uncap,0.9,17.233848571777344,21.02065086364746,4.611968994140625
mps-uncap,1.0,17.508983612060547,21.294593811035156,4.656791687011719
mps-uncap,0.5,17.01068878173828,20.790815353393555,4.63104248046875
mps-uncap,0.6,17.214059829711914,21.010398864746094,4.680871963500977
mps-uncap,0.7,17.191410064697266,21.06308937072754,4.604816436767578
mps-uncap,0.1,17.507314682006836,21.298885345458984,4.770994186401367
mps-uncap,0.2,16.978979110717773,21.106719970703125,4.709959030151367
mps-uncap,0.3,17.235279083251953,20.85089683532715,4.630088806152344
mps-uncap,0.4,17.02141761779785,21.04353904724121,4.662990570068359
