mode,load,0_efficientnet_b6-4,1_efficientnet_b7-8,2_resnet50-2
mps-uncap,0.8,38.358449935913086,38.25545310974121,19.666194915771484
mps-uncap,0.9,30.0447940826416,39.923667907714844,18.425941467285156
mps-uncap,1.0,33.998727798461914,40.84968566894531,21.993160247802734
mps-uncap,0.5,23.83136749267578,29.73175048828125,12.532234191894531
mps-uncap,0.6,22.9034423828125,37.975311279296875,19.41990852355957
mps-uncap,0.7,29.15811538696289,30.331134796142578,11.043548583984375
mps-uncap,0.1,36.04245185852051,41.71419143676758,12.969970703125
mps-uncap,0.2,34.59000587463379,39.147138595581055,16.546010971069336
mps-uncap,0.3,33.62321853637695,32.996177673339844,14.537334442138672
mps-uncap,0.4,29.425382614135742,29.927492141723633,10.970354080200195
