mode,load,0_efficientnet_b6-4,1_efficientnet_b7-8,2_resnet50-2
mps-uncap,0.8,538.0481815338132,198.0827069282529,83.6484384536742
mps-uncap,0.9,483.93126964569086,516.8191242218016,868.1118488311768
mps-uncap,1.0,6621.460199356079,2953.4863662719727,5878.171803951264
mps-uncap,0.5,66.56603574752806,68.50289344787595,18.700532913208
mps-uncap,0.6,79.55189704895017,83.12811851501458,25.555343627929695
mps-uncap,0.7,205.21567344665527,117.35285520553582,50.89351415634158
mps-uncap,0.1,22.725801467895504,33.336477279663114,13.419334888458256
mps-uncap,0.2,25.068514347076412,37.00400352478013,16.919264793395975
mps-uncap,0.3,33.62623214721679,53.62635135650634,16.265001296997067
mps-uncap,0.4,50.24942398071289,70.30411481857303,15.669651031494123
