mode,load,0_efficientnet_b6-4,1_efficientnet_b7-8,2_resnet50-2
mps-uncap,0.8,22.79207706451416,24.614977836608887,7.683706283569336
mps-uncap,0.9,20.747065544128418,27.262067794799805,7.651805877685547
mps-uncap,1.0,20.930767059326172,27.145957946777344,7.730364799499513
mps-uncap,0.5,20.390748977661133,25.58608055114746,7.18216896057129
mps-uncap,0.6,20.525026321411133,26.049375534057617,7.0984601974487305
mps-uncap,0.7,22.66535758972168,24.395203590393066,7.440710067749023
mps-uncap,0.1,31.758356094360355,38.0939245223999,11.157989501953125
mps-uncap,0.2,25.530719757080085,25.187349319458008,10.73153018951416
mps-uncap,0.3,20.699620246887207,24.512910842895508,8.995485305786133
mps-uncap,0.4,20.497179031372074,25.00555515289307,7.723045349121095
