mode,load,0_vgg13-32,1_inception_v3-16,2_resnet18-4
mps-uncap,0.6,23.10619354248047,44.40231323242188,17.666809558868408
mig,0.6,38.952486515045166,20.191020965576172,4.121580123901375
mps-uncap,0.7,23.475818634033203,46.61916971206664,18.031089305877686
mig,0.7,39.05801773071289,20.291185379028313,4.1132497787475595
mps-uncap,0.8,23.34080696105957,55.64772605895997,17.61481761932373
mig,0.8,39.24983739852905,20.449697971343994,4.145777225494382
mps-uncap,0.9,23.180856704711914,56.88725233078003,17.94290542602539
mig,0.9,39.393367767333984,20.7425594329834,4.164783954620355
mps-uncap,1.0,23.38531017303466,52.980027198791504,18.59508752822876
mig,1.0,39.47944402694702,20.76923370361329,4.10714149475098
mps-uncap,1.1,23.424172401428223,52.76119709014892,18.736205101013184
mig,1.1,39.50979709625244,20.818347930908203,4.078831672668459
mps-uncap,1.2,23.20250272750854,54.74285840988158,19.041218757629395
mig,1.2,39.39480781555175,20.76980590820313,3.990402221679685
mps-uncap,1.3,23.31626176834106,55.07953405380249,19.161758422851562
mig,1.3,39.57664489746093,20.838623046875,4.154064655303955
