mode,load,0_vgg13-32,1_inception_v3-16,2_resnet18-4
mps-uncap,0.6,76.54380798339844,141.53242111206055,123.72756004333496
mig,0.6,240.6179904937744,132.68351554870605,22.22752571105957
mps-uncap,0.7,109.94124412536621,196.67601585388184,295.57156562805176
mig,0.7,333.3086967468262,167.10901260375977,29.42633628845215
mps-uncap,0.8,106.00471496582031,347.0618724822998,344.27475929260254
mig,0.8,339.16234970092773,205.155611038208,34.61503982543945
mps-uncap,0.9,97.6264476776123,586.3831043243408,5415.218830108643
mig,0.9,522.1052169799805,285.968542098999,82.20863342285156
mps-uncap,1.0,130.59377670288086,558.3674907684326,21633.413314819336
mig,1.0,3947.3676681518555,1027.7447700500488,305.9520721435547
mps-uncap,1.1,154.27613258361816,5311.137437820435,31261.43741607666
mig,1.1,7112.797021865845,7524.333477020264,6891.247987747192
mps-uncap,1.2,166.05591773986816,18410.102605819702,42063.18235397339
mig,1.2,16530.110597610474,13850.26502609253,13901.81827545166
mps-uncap,1.3,172.02472686767578,29839.329481124878,49730.841636657715
mig,1.3,20022.97306060791,22679.816484451294,17894.22369003296
