mode,load,0_vgg13-32,1_inception_v3-16,2_resnet18-4
mps-uncap,0.6,16.427040100097656,8.51297378540039,1.9075870513916016
mig,0.6,33.83064270019531,16.60013198852539,2.6099681854248047
mps-uncap,0.7,16.255617141723633,8.521795272827148,1.9342899322509766
mig,0.7,33.765554428100586,16.520261764526367,2.612590789794922
mps-uncap,0.8,16.57843589782715,8.505821228027344,1.9066333770751953
mig,0.8,33.936500549316406,16.51477813720703,2.609729766845703
mps-uncap,0.9,16.65496826171875,8.599042892456055,1.9214153289794922
mig,0.9,34.16895866394043,16.620397567749023,2.627134323120117
mps-uncap,1.0,16.819000244140625,8.501291275024414,1.9054412841796875
mig,1.0,34.17015075683594,16.86549186706543,2.665996551513672
mps-uncap,1.1,17.06981658935547,8.459329605102539,1.9059181213378906
mig,1.1,34.423828125,16.697168350219727,2.6695728302001953
mps-uncap,1.2,17.07935333251953,8.50820541381836,1.8875598907470703
mig,1.2,34.24668312072754,16.804218292236328,2.6645660400390625
mps-uncap,1.3,17.32349395751953,8.527994155883789,1.9464492797851562
mig,1.3,34.528255462646484,16.84880256652832,2.682924270629883
