mode,load,0_vgg13-32,1_inception_v3-16,2_resnet18-4
mps-uncap,0.6,20.75066566467285,24.58014488220215,3.939700126647951
mig,0.6,37.54746913909912,18.744516372680664,3.1588077545166016
mps-uncap,0.7,21.032428741455078,26.344680786132812,4.938745498657252
mig,0.7,37.75315284729004,18.694686889648438,3.0907154083251958
mps-uncap,0.8,21.030354499816895,27.890777587890625,4.477190971374513
mig,0.8,37.86158561706543,18.810224533081055,3.0557155609130855
mps-uncap,0.9,20.683383941650394,38.21511268615724,7.729911804199234
mig,0.9,37.940168380737305,18.91152858734131,3.047466278076172
mps-uncap,1.0,20.407533645629883,38.35670948028565,10.938525199890138
mig,1.0,38.00504207611084,18.932867050170902,3.0364990234375
mps-uncap,1.1,20.573592185974125,39.16988372802736,13.56625556945803
mig,1.1,37.824273109436035,18.95160675048828,3.032207489013672
mps-uncap,1.2,20.446014404296875,41.569757461547866,16.35990142822266
mig,1.2,37.80722618103027,18.755435943603516,3.026247024536133
mps-uncap,1.3,20.48325538635254,43.044233322143555,17.095613479614258
mig,1.3,38.132333755493164,18.996119499206547,3.041505813598633
