mode,load,0_vgg13-32,1_inception_v3-16,2_resnet18-4
mps-uncap,0.6,57.73115158081055,125.51712989807129,120.57685852050781
mig,0.6,205.91402053833008,115.74244499206543,19.13309097290039
mps-uncap,0.7,90.95358848571777,186.77377700805664,284.8649024963379
mig,0.7,297.81508445739746,150.01511573791504,26.485443115234375
mps-uncap,0.8,86.00473403930664,321.29597663879395,339.92695808410645
mig,0.8,304.55517768859863,187.53385543823242,31.827449798583984
mps-uncap,0.9,79.68664169311523,574.0079879760742,5411.7889404296875
mig,0.9,482.2542667388916,268.7702178955078,79.44583892822266
mps-uncap,1.0,110.27121543884277,545.457124710083,21631.335735321045
mig,1.0,3910.623073577881,1010.1726055145264,303.1766414642334
mps-uncap,1.1,135.4682445526123,5294.074296951294,31255.465984344482
mig,1.1,7076.730489730835,7506.346702575684,6888.374328613281
mps-uncap,1.2,146.64578437805176,18385.512828826904,42044.02685165405
mig,1.2,16495.545625686646,13832.878828048706,13898.854732513428
mps-uncap,1.3,153.51438522338867,29798.678874969482,49710.56127548218
mig,1.3,19987.083911895752,22661.609172821045,17891.380786895752
