mode,load,0_vgg13-32,1_inception_v3-16,2_resnet18-4
mps-uncap,0.6,16.445398330688477,8.57686996459961,1.941680908203125
mig,0.6,33.86664390563965,16.649246215820312,2.6345252990722656
mps-uncap,0.7,16.27326011657715,8.593082427978516,1.962423324584961
mig,0.7,33.92291069030762,16.63351058959961,2.632617950439453
mps-uncap,0.8,16.59560203552246,8.559703826904297,1.9452571868896484
mig,0.8,33.95485877990723,16.53289794921875,2.636432647705078
mps-uncap,0.9,16.67642593383789,8.633852005004883,2.0356178283691406
mig,0.9,34.209489822387695,16.742944717407227,2.657651901245117
mps-uncap,1.0,16.839027404785156,8.608579635620117,1.9574165344238281
mig,1.0,34.18850898742676,16.915321350097656,2.6819705963134766
mps-uncap,1.1,17.08674430847168,8.517980575561523,1.9788742065429688
mig,1.1,34.44170951843262,16.715049743652344,2.705812454223633
mps-uncap,1.2,17.1661376953125,8.900165557861328,2.024412155151367
mig,1.2,34.2707633972168,17.18759536743164,2.691507339477539
mps-uncap,1.3,17.35663414001465,8.949518203735352,2.8374195098876953
mig,1.3,34.5458984375,16.870498657226562,2.7103424072265625
