mode,load,0_vgg13-32,1_inception_v3-16,2_resnet18-4
mps-uncap,0.6,518.3498990129079,515.9656312537314,827.239121965685
mig,0.6,544.3732217991821,520.781846414516,822.741037587004
mps-uncap,0.7,615.7631557157837,611.3667638603689,961.4116650389657
mig,0.7,637.1458683039724,626.3938003907139,928.5200559600264
mps-uncap,0.8,688.4180925283928,720.7504165969685,1066.262711730895
mig,0.8,696.3519065732828,724.6000278767801,1090.0894403760076
mps-uncap,0.9,794.9337630417158,809.4252642879206,1138.4937306177308
mig,0.9,792.0369298711856,793.4148476158981,1215.6463112385961
mps-uncap,1.0,861.1675048082919,875.3534489074755,1039.576939976813
mig,1.0,878.4053377683949,874.0486149965863,1365.3597418699144
mps-uncap,1.1,931.8177968702161,934.6833085055014,957.7041046791002
mig,1.1,879.5901483427823,887.3695429859542,1371.7838752505793
mps-uncap,1.2,1042.9441244514708,845.6871090739861,854.9334727193876
mig,1.2,880.9421761694532,892.6146302708324,1374.0018078396204
mps-uncap,1.3,1123.5968019732181,787.5911197800222,780.3996425188998
mig,1.3,880.2598920783089,891.2532531629862,1371.6411744491452
