mode,load,0_vgg13-32,1_inception_v3-16,2_resnet18-4
mps-uncap,0.6,56.841154098510685,89.43739414215091,83.68421316146865
mig,0.6,185.36252737045274,95.15947341918945,14.289746284484886
mps-uncap,0.7,67.60891914367669,128.23338031768793,174.3716835975645
mig,0.7,249.61733818054185,122.39793777465789,17.567920684814464
mps-uncap,0.8,62.169294357299826,198.45429658889793,247.8847336769103
mig,0.8,275.13474225997925,172.31082439422605,27.05008745193481
mps-uncap,0.9,71.9434618949892,528.2782912254327,5324.036700725555
mig,0.9,438.8095331192019,229.6743893623352,55.80247879028318
mps-uncap,1.0,82.09520816802974,389.99067306518606,21563.29601764679
mig,1.0,3793.5001921653748,944.1718101501465,262.3631668090821
mps-uncap,1.1,93.16757678985603,5204.771828651428,30877.387280464172
mig,1.1,6880.021061897278,7372.983560562134,6855.447475910188
mps-uncap,1.2,116.45821332931506,18305.860996246338,41863.79782676697
mig,1.2,16281.236338615417,13699.575071334839,13743.723735809326
mps-uncap,1.3,114.7679877281188,29241.41587495804,48957.7591753006
mig,1.3,19897.260866165157,22606.9450879097,17662.08472967148
