mode,load,0_densenet201-8,1_inception_v3-2,2_resnet34-16
mps-uncap,0.8,20.689964294433594,8.711099624633789,3.9892196655273438
mps-uncap,0.9,20.83134651184082,9.387731552124023,4.226922988891602
mps-uncap,1.0,20.50638198852539,8.985280990600586,5.201578140258789
mps-uncap,0.5,20.486116409301758,8.620262145996094,3.7047863006591797
mps-uncap,0.6,20.549535751342773,8.660078048706055,3.714323043823242
mps-uncap,0.7,20.37811279296875,8.61811637878418,3.819704055786133
mps-uncap,0.1,20.50638198852539,8.630514144897461,4.245281219482422
mps-uncap,0.2,20.45893669128418,8.46242904663086,3.860950469970703
mps-uncap,0.3,20.334243774414062,8.614540100097656,3.8061141967773438
mps-uncap,0.4,20.39170265197754,8.605480194091797,3.829479217529297
