mode,load,0_densenet201-8,1_inception_v3-2,2_resnet34-16
mps-uncap,0.8,29.723167419433594,18.756628036499023,14.520883560180664
mps-uncap,0.9,34.36923027038574,16.542673110961914,18.4326171875
mps-uncap,1.0,34.50751304626465,19.675254821777344,19.166946411132812
mps-uncap,0.5,24.75571632385254,17.397642135620117,13.597726821899414
mps-uncap,0.6,30.642032623291016,22.7663516998291,24.18041229248047
mps-uncap,0.7,34.43169593811035,20.908594131469727,12.483596801757812
mps-uncap,0.1,38.64693641662598,23.50449562072754,10.66899299621582
mps-uncap,0.2,37.96505928039551,21.336078643798828,20.104169845581055
mps-uncap,0.3,26.484012603759766,19.330501556396484,10.94818115234375
mps-uncap,0.4,25.691509246826172,17.420530319213867,19.604921340942383
