mode,load,0_densenet201-8,1_inception_v3-2,2_resnet34-16
mps-uncap,0.8,22.954883575439457,11.23232126235962,8.596086502075194
mps-uncap,0.9,23.128986358642578,10.534524917602539,7.635831832885744
mps-uncap,1.0,22.93604850769043,10.54171085357666,7.479805946350097
mps-uncap,0.5,23.706583976745605,11.697566509246835,8.986492156982422
mps-uncap,0.6,23.000478744506832,11.592149734497069,9.114661216735838
mps-uncap,0.7,23.67374181747437,10.410888195037838,8.960399627685549
mps-uncap,0.1,37.70236015319824,21.079506874084473,9.625406265258786
mps-uncap,0.2,36.89035892486572,19.96330738067627,9.169292449951172
mps-uncap,0.3,24.498374462127686,16.046152114868164,8.706207275390621
mps-uncap,0.4,23.885881900787354,12.583589553832997,8.907155990600584
