mode,load,0_densenet201-8,1_inception_v3-2,2_resnet34-16
mps-uncap,0.8,333.9550081026844,206.1126456345582,2242.360992283046
mps-uncap,0.9,359.74334044174145,212.25678534351883,2477.2008502195517
mps-uncap,1.0,371.0134762954264,212.89014807278133,2485.948201912477
mps-uncap,0.5,198.07561067610726,135.22686029515205,1365.1693539035568
mps-uncap,0.6,252.5605808469549,155.45267453948463,1627.019731828357
mps-uncap,0.7,287.2397527852981,180.09378460850075,1968.5798795336375
mps-uncap,0.1,40.67556045892218,24.688097266209265,271.27086107013673
mps-uncap,0.2,81.66964338015822,50.86858466938301,563.2023792977077
mps-uncap,0.3,123.16577343866167,78.08329239962744,832.3113997565247
mps-uncap,0.4,163.2462010679821,102.75841453986845,1114.4378611402867
