mode,load,0_densenet201-8,1_inception_v3-2,2_resnet34-16
mps-uncap,0.8,321.3071823120117,1404.2279720306396,132.83324241638184
mps-uncap,0.9,825.7322311401367,4940.820217132568,464.463472366333
mps-uncap,1.0,5003.44705581665,11081.752061843872,6121.942043304443
mps-uncap,0.5,145.31779289245605,101.29833221435547,39.56866264343262
mps-uncap,0.6,143.86725425720215,89.59364891052246,49.31521415710449
mps-uncap,0.7,180.10401725769043,151.02314949035645,90.19970893859863
mps-uncap,0.1,34.050941467285156,36.92150115966797,14.661073684692383
mps-uncap,0.2,77.54874229431152,39.47734832763672,25.171995162963867
mps-uncap,0.3,54.557085037231445,33.81180763244629,21.457672119140625
mps-uncap,0.4,106.19521141052246,49.38912391662598,24.560213088989258
