mode,load,0_densenet121-8,1_inception_v3-16,2_vgg11-32
mps-uncap,0.8,52.7348518371582,44.84200477600098,19.227981567382812
mps-uncap,0.9,50.574541091918945,51.11217498779297,21.75140380859375
mps-uncap,1.0,57.24000930786133,51.52177810668945,22.42255210876465
mps-uncap,0.5,49.42035675048828,39.59822654724121,18.99242401123047
mps-uncap,0.6,52.046775817871094,45.84312438964844,26.49068832397461
mps-uncap,0.7,53.99751663208008,43.28799247741699,21.457433700561523
mps-uncap,0.1,36.06081008911133,40.22860527038574,24.385690689086914
mps-uncap,0.2,39.39652442932129,33.08606147766113,18.863201141357422
mps-uncap,0.3,48.99334907531738,40.4810905456543,19.26589012145996
mps-uncap,0.4,46.29397392272949,38.81049156188965,21.521329879760742
