mode,load,0_densenet121-8,1_inception_v3-16,2_vgg11-32
mps-uncap,0.8,130.25449185753965,316.72067280682296,2144.5268008218804
mps-uncap,0.9,145.9524750700519,348.66736653671165,2395.140830862438
mps-uncap,1.0,153.85031712606136,390.1437255502921,2402.6630243099235
mps-uncap,0.5,82.46582677175498,190.95391943368145,1323.1356138915455
mps-uncap,0.6,92.64250386592248,249.45683561066278,1577.4001483001007
mps-uncap,0.7,114.46701326680538,285.59146903280606,1847.5127378614523
mps-uncap,0.1,19.215979059906417,40.59674018555878,266.9457416082843
mps-uncap,0.2,36.11542696216991,75.37279979506398,529.7587624166189
mps-uncap,0.3,51.333116079815404,113.55461581876055,790.9220576376753
mps-uncap,0.4,71.53547422969517,162.12484235336893,1056.8484754633082
