mode,load,0_densenet121-8,1_inception_v3-16,2_vgg11-32
mps-uncap,0.8,11.832952499389648,8.475542068481445,10.88094711303711
mps-uncap,0.9,11.943817138671875,8.57686996459961,10.9405517578125
mps-uncap,1.0,11.893749237060547,19.658803939819336,11.587381362915039
mps-uncap,0.5,11.740684509277344,8.605003356933594,10.636329650878906
mps-uncap,0.6,11.878728866577148,8.471965789794922,10.606765747070312
mps-uncap,0.7,11.865854263305664,8.524179458618164,10.576963424682617
mps-uncap,0.1,11.84225082397461,11.784791946411133,10.907649993896484
mps-uncap,0.2,11.752128601074219,8.485794067382812,10.570526123046875
mps-uncap,0.3,11.88206672668457,8.49008560180664,10.537147521972656
mps-uncap,0.4,11.913299560546875,8.413553237915039,10.768651962280273
