mode,load,0_densenet121-8,1_inception_v3-16,2_vgg11-32
mps-uncap,0.8,61.58630847930908,53.951263427734375,110.99188327789307
mps-uncap,0.9,96.68545722961426,405.1038265228272,422.829532623291
mps-uncap,1.0,262.80744075775146,328.4350395202637,4727.299785614015
mps-uncap,0.5,10.841131210327148,10.831594467163086,20.18117904663086
mps-uncap,0.6,18.771123886108402,21.379017829895027,28.98073196411133
mps-uncap,0.7,41.92619323730469,34.92331504821777,45.43042182922363
mps-uncap,0.1,0.05278587341308593,0.05841255187988281,0.4482269287109375
mps-uncap,0.2,5.243110656738279,0.189518928527836,7.432007789611815
mps-uncap,0.3,3.0647754669189466,4.489898681640625,10.971498489379883
mps-uncap,0.4,10.795402526855476,6.093215942382808,16.217827796936035
