mode,load,0_densenet121-8,1_inception_v3-16,2_vgg11-32
mps-uncap,0.8,0.03230571746826172,0.453948974609375,23.47421646118164
mps-uncap,0.9,22.843122482299805,98.0006456375122,282.1629047393799
mps-uncap,1.0,66.89226627349854,112.13970184326172,2787.020683288574
mps-uncap,0.5,0.02384185791015625,0.02384185791015625,0.5841255187988281
mps-uncap,0.6,0.025272369384765625,0.025033950805664062,5.231499671936035
mps-uncap,0.7,0.026226043701171875,0.025033950805664062,9.849786758422852
mps-uncap,0.1,0.04482269287109375,0.04410743713378906,0.04076957702636719
mps-uncap,0.2,0.041961669921875,0.04220008850097656,0.0286102294921875
mps-uncap,0.3,0.037670135498046875,0.03528594970703125,0.027418136596679688
mps-uncap,0.4,0.030040740966796875,0.02574920654296875,0.027894973754882812
