mode,load,0_densenet121-8,1_inception_v3-16,2_vgg11-32
mps-uncap,0.8,140.22737503051752,158.47856998443675,220.4008412361143
mps-uncap,0.9,172.73519515991205,619.6081805229192,687.6140165328975
mps-uncap,1.0,592.595658302307,605.1333475112915,5021.881327629089
mps-uncap,0.5,34.833860397338874,26.578330993652347,51.38540267944352
mps-uncap,0.6,74.1057538986213,73.13038349151617,63.880181312561
mps-uncap,0.7,124.8700499534606,88.68002891540522,100.27840137481691
mps-uncap,0.1,20.921921730041536,25.256872177124023,15.437293052673342
mps-uncap,0.2,20.502204895019524,16.230838298797604,20.396916866302487
mps-uncap,0.3,26.37711286544783,23.898458480834993,25.648374557495163
mps-uncap,0.4,30.840435028076183,22.871046066284183,34.747781753540025
