mode,load,0_densenet121-8,1_inception_v3-16,2_vgg11-32
mps-uncap,0.8,36.57805919647217,29.360532760620117,12.560129165649414
mps-uncap,0.9,38.48981857299805,40.4130220413208,12.988567352294922
mps-uncap,1.0,44.0746545791626,37.31513023376465,13.134598731994629
mps-uncap,0.5,17.940282821655273,15.883445739746094,12.032508850097656
mps-uncap,0.6,20.084619522094727,17.56763458251953,12.041568756103516
mps-uncap,0.7,26.087403297424316,22.113561630249023,12.30621337890625
mps-uncap,0.1,27.560949325561523,20.275354385375977,13.5345458984375
mps-uncap,0.2,22.101163864135742,19.80435848236084,13.086080551147461
mps-uncap,0.3,21.33035659790039,17.766952514648438,13.000726699829102
mps-uncap,0.4,18.529176712036133,15.944719314575195,12.951493263244629
