mode,load,0_densenet121-8,1_inception_v3-16,2_vgg11-32
mps-uncap,0.8,99.95698928833009,84.2139720916748,123.97019863128668
mps-uncap,0.9,134.83281135559082,446.18146419525164,435.9881877899171
mps-uncap,1.0,308.17437171936047,366.3564682006836,4740.384912490846
mps-uncap,0.5,38.32554817199707,32.93800354003906,32.73797035217285
mps-uncap,0.6,46.83661460876465,44.93355751037599,41.491436958312995
mps-uncap,0.7,76.43911838531494,64.75281715393066,58.071136474609375
mps-uncap,0.1,30.099058151245117,27.52685546875,19.032716751098633
mps-uncap,0.2,32.21874237060546,25.65319538116455,20.06833553314209
mps-uncap,0.3,32.20868110656738,27.536630630493164,23.669958114624027
mps-uncap,0.4,34.732818603515625,27.449417114257812,28.473067283630375
