mode,load,0_alexnet-2,1_resnet152-16,2_vgg13-2
mps-uncap,0.8,926.9664584407066,419.53878350422303,464.47398716321015
mps-uncap,0.9,1032.718137910634,496.70975002749003,526.6960645810117
mps-uncap,1.0,1152.4045361769413,541.7532236790598,594.8175345483896
mps-uncap,0.5,569.8535780120059,264.89620145694573,295.9783904699084
mps-uncap,0.6,695.9306292026944,313.3808796042715,353.1242397884813
mps-uncap,0.7,808.0419659151091,374.5931541670788,424.68808506571025
mps-uncap,0.1,119.61381220501433,48.56938282209867,60.49348941448968
mps-uncap,0.2,229.27387710916167,111.0765381484259,120.25206840406067
mps-uncap,0.3,351.6188667652107,162.35217824695903,177.26026426160863
mps-uncap,0.4,465.6350616898904,220.77983452306106,237.55291157576556
