mode,load,0_alexnet-2,1_resnet152-16,2_vgg13-2
mps-uncap,0.8,2.4746894836425777,28.40851068496704,4.556045532226563
mps-uncap,0.9,2.4320840835571294,30.35928249359131,4.7160959243774405
mps-uncap,1.0,2.697019577026361,31.098666191101074,4.71281051635742
mps-uncap,0.5,2.166674137115478,24.332058429718014,4.217982292175293
mps-uncap,0.6,2.2468566894531268,26.591062545776367,4.244956970214844
mps-uncap,0.7,2.365632057189945,27.9184103012085,4.344351291656494
mps-uncap,0.1,1.5403199195861828,21.482555866241483,3.349046707153319
mps-uncap,0.2,1.7691516876220696,19.640707969665527,3.7084960937500004
mps-uncap,0.3,1.8395519256591795,21.1937665939331,4.005372524261475
mps-uncap,0.4,1.9662213325500488,22.827868461608887,4.024159908294678
