mode,load,0_vgg13-32,1_mobilenet_v2-4,2_resnet152-32
mps-uncap,0.6,0.020265579223632812,17.94147491455078,0.027179718017578125
mig,0.6,10.610103607177734,1.5091896057128906,39.37816619873047
mps-uncap,0.7,0.019311904907226562,1673.1330156326294,0.026345252990722656
mig,0.7,23.62215518951416,2.934694290161133,62.166810035705566
mps-uncap,0.8,0.019788742065429688,9664.151668548584,0.029087066650390625
mig,0.8,63.97116184234619,5.440950393676758,148.12874794006348
mps-uncap,0.9,0.025510787963867188,14195.335149765015,0.029325485229492188
mig,0.9,98.29926490783691,10.271787643432617,295.8850860595703
mps-uncap,1.0,4.900693893432617,20747.75779247284,19.943952560424805
mig,1.0,226.65870189666748,64.44478034973145,379.44602966308594
mps-uncap,1.1,8.917808532714844,25916.841506958008,43.66922378540039
mig,1.1,4456.000328063965,3293.426752090454,4767.0416831970215
mps-uncap,1.2,12.70437240600586,30286.18288040161,116.34206771850586
mig,1.2,8108.272552490234,6910.86208820343,9676.46837234497
mps-uncap,1.3,18.75019073486328,33805.26924133301,1308.555006980896
mig,1.3,8405.003070831299,9873.662948608398,10599.128484725952
