mode,load,0_vgg19-2,1_mobilenet_v2-4
tie-breaker,1.0,3.172636032104492,3.387928009033203
tie-breaker,1.0,3.193378448486328,3.298521041870117
tie-breaker,1.0,3.8301944732666016,2.981901168823242
tie-breaker,1.0,3.7233829498291016,3.0202865600585938
tie-breaker,1.0,3.7887096405029297,3.155231475830078
tie-breaker,1.0,3.1380653381347656,3.3712387084960938
tie-breaker,1.0,4.087209701538086,3.8614273071289062
tie-breaker,1.0,3.6978721618652344,3.0527114868164062
tie-breaker,1.0,3.9224624633789062,3.973245620727539
tie-breaker,1.0,3.707408905029297,3.0019283294677734
tie-breaker,1.0,3.7102699279785156,3.0121803283691406
tie-breaker,1.0,3.9904117584228516,4.068136215209961
tie-breaker,1.0,7.8182220458984375,4.220247268676758
tie-breaker,1.0,7.822275161743164,3.7469863891601562
tie-breaker,1.0,7.828712463378906,3.7200450897216797
tie-breaker,1.0,7.8277587890625,4.471540451049805
tie-breaker,1.0,3.721952438354492,3.366708755493164
tie-breaker,1.0,3.722667694091797,3.1261444091796875
tie-breaker,1.0,3.790616989135742,3.2236576080322266
tie-breaker,1.0,3.203153610229492,3.437519073486328
tie-breaker,1.0,3.783702850341797,3.225088119506836
tie-breaker,1.0,3.709554672241211,2.9754638671875
tie-breaker,1.0,3.175973892211914,3.5398006439208984
tie-breaker,1.0,3.3195018768310547,3.409147262573242
tie-breaker,1.0,3.3605098724365234,3.3004283905029297
tie-breaker,1.0,3.2663345336914062,3.4835338592529297
tie-breaker,1.0,3.1900405883789062,3.4961700439453125
tie-breaker,1.0,3.905057907104492,3.782987594604492
tie-breaker,1.0,4.021406173706055,4.30607795715332
