mode,load,0_vgg19-2,1_mobilenet_v2-4
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
tie-breaker,1.0,0.000476837158203125,0.000476837158203125
