mode,load,0_vgg19-2,1_mobilenet_v2-4
tie-breaker,1.0,2.691030502319336,2.5873184204101562
tie-breaker,1.0,2.684354782104492,2.615690231323242
tie-breaker,1.0,3.60107421875,2.1877288818359375
tie-breaker,1.0,3.606081008911133,2.1724700927734375
tie-breaker,1.0,3.6046504974365234,2.2797584533691406
tie-breaker,1.0,2.6972293853759766,2.645254135131836
tie-breaker,1.0,2.721071243286133,2.624034881591797
tie-breaker,1.0,3.6003589630126953,2.28118896484375
tie-breaker,1.0,2.6998519897460938,2.630949020385742
tie-breaker,1.0,3.6046504974365234,2.2046566009521484
tie-breaker,1.0,3.606081008911133,2.2382736206054688
tie-breaker,1.0,2.7091503143310547,2.658367156982422
tie-breaker,1.0,7.779598236083984,3.692150115966797
tie-breaker,1.0,7.779359817504883,3.6916732788085938
tie-breaker,1.0,7.776975631713867,3.688335418701172
tie-breaker,1.0,7.776737213134766,3.688335418701172
tie-breaker,1.0,3.6039352416992188,2.2423267364501953
tie-breaker,1.0,3.6013126373291016,2.2430419921875
tie-breaker,1.0,3.602266311645508,2.2263526916503906
tie-breaker,1.0,2.7005672454833984,2.5768280029296875
tie-breaker,1.0,3.599405288696289,2.2454261779785156
tie-breaker,1.0,3.598928451538086,2.237558364868164
tie-breaker,1.0,2.678513526916504,2.6171207427978516
tie-breaker,1.0,2.6900768280029297,2.5746822357177734
tie-breaker,1.0,2.716064453125,2.5997161865234375
tie-breaker,1.0,2.685546875,2.597332000732422
tie-breaker,1.0,2.6972293853759766,2.6547908782958984
tie-breaker,1.0,2.720355987548828,2.592325210571289
tie-breaker,1.0,2.6841163635253906,2.6426315307617188
