mode,load,0_vgg19-2,1_mobilenet_v2-4
tie-breaker,1.0,2.4123191833496094,2.218008041381836
tie-breaker,1.0,2.4111270904541016,2.264738082885742
tie-breaker,1.0,3.571033477783203,2.133607864379883
tie-breaker,1.0,3.567934036254883,2.123117446899414
tie-breaker,1.0,3.570079803466797,2.2125244140625
tie-breaker,1.0,2.424955368041992,2.2783279418945312
tie-breaker,1.0,2.422332763671875,2.1600723266601562
tie-breaker,1.0,3.5686492919921875,2.232789993286133
tie-breaker,1.0,2.418994903564453,2.2590160369873047
tie-breaker,1.0,3.573179244995117,2.1479129791259766
tie-breaker,1.0,3.586292266845703,2.1851062774658203
tie-breaker,1.0,2.4373531341552734,2.224445343017578
tie-breaker,1.0,3.592252731323242,2.1941661834716797
tie-breaker,1.0,3.5865306854248047,2.1827220916748047
tie-breaker,1.0,3.5920143127441406,2.163410186767578
tie-breaker,1.0,3.587007522583008,2.190828323364258
tie-breaker,1.0,3.5676956176757812,2.1898746490478516
tie-breaker,1.0,3.5676956176757812,2.1839141845703125
tie-breaker,1.0,3.5653114318847656,2.173185348510742
tie-breaker,1.0,2.3927688598632812,2.212047576904297
tie-breaker,1.0,3.5552978515625,2.193927764892578
tie-breaker,1.0,3.56292724609375,2.1820068359375
tie-breaker,1.0,2.4051666259765625,2.1996498107910156
tie-breaker,1.0,2.407550811767578,2.1865367889404297
tie-breaker,1.0,2.399444580078125,2.1851062774658203
tie-breaker,1.0,2.403736114501953,2.229452133178711
tie-breaker,1.0,2.4073123931884766,2.215862274169922
tie-breaker,1.0,2.4251937866210938,2.1910667419433594
tie-breaker,1.0,2.4018287658691406,2.235889434814453
