mode,load,0_vgg19-2,1_mobilenet_v2-4
tie-breaker,1.0,2.8188228607177734,2.8181076049804688
tie-breaker,1.0,2.7959346771240234,2.8314590454101562
tie-breaker,1.0,3.610324859619141,2.212047576904297
tie-breaker,1.0,3.618001937866211,2.1979808807373047
tie-breaker,1.0,3.6127567291259766,2.3038387298583984
tie-breaker,1.0,2.813100814819336,2.8502941131591797
tie-breaker,1.0,2.855062484741211,2.8388500213623047
tie-breaker,1.0,3.6094188690185547,2.3033618927001953
tie-breaker,1.0,2.816438674926758,2.8492450714111333
tie-breaker,1.0,3.6132335662841797,2.2270679473876953
tie-breaker,1.0,3.6144256591796875,2.262091636657715
tie-breaker,1.0,2.831697463989258,2.880573272705078
tie-breaker,1.0,7.790803909301758,3.696918487548828
tie-breaker,1.0,7.790565490722656,3.696918487548828
tie-breaker,1.0,7.789134979248047,3.694295883178711
tie-breaker,1.0,7.788729667663574,3.694295883178711
tie-breaker,1.0,3.6127567291259766,2.264261245727539
tie-breaker,1.0,3.6127567291259766,2.269268035888672
tie-breaker,1.0,3.610849380493164,2.2459030151367188
tie-breaker,1.0,2.8228759765625,2.810955047607422
tie-breaker,1.0,3.607034683227539,2.279996871948242
tie-breaker,1.0,3.610372543334961,2.264738082885742
tie-breaker,1.0,2.8047561645507812,2.814769744873047
tie-breaker,1.0,2.8162002563476562,2.808809280395508
tie-breaker,1.0,2.8438568115234375,2.832174301147461
tie-breaker,1.0,2.8014183044433594,2.825021743774414
tie-breaker,1.0,2.81524658203125,2.847433090209961
tie-breaker,1.0,2.8467178344726562,2.824068069458008
tie-breaker,1.0,2.801656723022461,2.853870391845703
