mode,load,0_vgg19-2,1_mobilenet_v2-4
tie-breaker,1.0,2.4123191833496094,2.2182464599609375
tie-breaker,1.0,2.411365509033203,2.2649765014648438
tie-breaker,1.0,3.571033477783203,2.133607864379883
tie-breaker,1.0,3.5681724548339844,2.123117446899414
tie-breaker,1.0,3.570079803466797,2.2125244140625
tie-breaker,1.0,2.424955368041992,2.2783279418945312
tie-breaker,1.0,2.4225711822509766,2.160310745239258
tie-breaker,1.0,3.568887710571289,2.232789993286133
tie-breaker,1.0,2.418994903564453,2.2592544555664062
tie-breaker,1.0,3.5734176635742188,2.148151397705078
tie-breaker,1.0,3.5865306854248047,2.1851062774658203
tie-breaker,1.0,2.4373531341552734,2.224445343017578
tie-breaker,1.0,3.5924911499023438,2.1944046020507812
tie-breaker,1.0,3.5867691040039062,2.1829605102539062
tie-breaker,1.0,3.592252731323242,2.1636486053466797
tie-breaker,1.0,3.587007522583008,2.1910667419433594
tie-breaker,1.0,3.567934036254883,2.1898746490478516
tie-breaker,1.0,3.5681724548339844,2.184152603149414
tie-breaker,1.0,3.565549850463867,2.173185348510742
tie-breaker,1.0,2.393007278442383,2.212047576904297
tie-breaker,1.0,3.5552978515625,2.193927764892578
tie-breaker,1.0,3.56292724609375,2.1822452545166016
tie-breaker,1.0,2.4051666259765625,2.1996498107910156
tie-breaker,1.0,2.4077892303466797,2.1867752075195312
tie-breaker,1.0,2.3996829986572266,2.185344696044922
tie-breaker,1.0,2.403736114501953,2.229452133178711
tie-breaker,1.0,2.4073123931884766,2.2161006927490234
tie-breaker,1.0,2.4254322052001953,2.1910667419433594
tie-breaker,1.0,2.4018287658691406,2.2361278533935547
