mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_squeezenet1_0-4,3_vgg11-32
mps-uncap,1.0,1391.1593605590963,861.9346068225901,291.84591087337094,2037.1630252057364
