mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_squeezenet1_0-4,3_vgg11-32
mps-uncap,1.0,0.0007152557373046875,0.003337860107421875,0.000476837158203125,0.000476837158203125
