mode,load,0_efficientnet_b6-16,1_mobilenet_v2-32,2_mobilenet_v2-8,3_resnet152-32
mps-uncap,1.0,0.009298324584960938,0.0007152557373046875,0.03218650817871094,0.000476837158203125
