mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-16
mps-uncap,1.0,32.77301788330078,17.736005783081055,17.939090728759766,15.900635719299318
