mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-16
mps-uncap,1.0,31.825780868530273,14.625906944274902,14.70327377319336,10.411262512207031
