mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-16
mps-uncap,1.0,31.826019287109375,14.626145362854004,14.70327377319336,10.411381721496582
