mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-16
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.0059604644775390625,0.009298324584960938
