mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-16
mps-uncap,1.0,24.721145629882812,9.146690368652344,8.54182243347168,4.353523254394531
