mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-16
mps-uncap,1.0,35.43245792388916,18.552975654602047,18.747472763061523,16.48387670516968
