mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-16
mps-uncap,1.0,35.43233871459961,18.552968502044678,18.747472763061523,16.483786106109623
