mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_small-16
mps-uncap,1.0,39.610862731933594,23.11563491821289,23.746013641357422,17.35091209411621
