mode,load,0_resnet101-32,1_resnet34-8,2_vgg19-2
mps-uncap,0.8,18.08905601501465,2.5658607482910156,2.2640228271484375
mps-uncap,0.9,17.954349517822266,2.5665760040283203,2.2673606872558594
mps-uncap,1.0,18.852710723876953,2.5658607482910156,2.246379852294922
mps-uncap,0.5,17.85731315612793,2.5196075439453125,2.246856689453125
mps-uncap,0.6,17.86184310913086,2.543926239013672,2.2492408752441406
mps-uncap,0.7,17.9440975189209,2.554178237915039,2.2308826446533203
mps-uncap,0.1,17.840147018432617,2.5551319122314453,2.2482872009277344
mps-uncap,0.2,17.9293155670166,2.5506019592285156,2.239704132080078
mps-uncap,0.3,17.889738082885742,2.5284290313720703,2.241373062133789
mps-uncap,0.4,17.855405807495117,2.5436878204345703,2.243518829345703
