mode,load,0_resnet101-32,1_resnet34-8,2_vgg19-2
mps-uncap,0.8,30.604839324951172,15.105724334716797,10.454177856445312
mps-uncap,0.9,30.813217163085938,14.745712280273438,10.843515396118164
mps-uncap,1.0,31.388044357299805,15.882253646850586,10.550975799560547
mps-uncap,0.5,28.43451499938965,13.681411743164062,10.009050369262695
mps-uncap,0.6,29.545307159423828,14.794349670410156,10.023117065429688
mps-uncap,0.7,29.541492462158203,14.003992080688477,10.480165481567383
mps-uncap,0.1,20.67255973815918,12.563228607177734,8.085966110229492
mps-uncap,0.2,24.308204650878906,12.190818786621094,10.010957717895508
mps-uncap,0.3,24.390220642089844,13.427257537841797,9.387493133544922
mps-uncap,0.4,26.65400505065918,12.650251388549805,9.668111801147461
