mode,load,0_vgg19-2,1_mobilenet_v3_small-4,2_resnet34-4
mps-uncap,1.0,3.5161972045898438,4.39000129699707,5.464315414428711
mig,1.0,4.854440689086914,4.206180572509766,4.702925682067871
